"Data 
wyliczenia","Stawka","Wartość 
obrotów 
(w mln PLN)","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15"
2014-08-22,0.025,1545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-25,0.0243,1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-26,0.0235,4275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-27,0.0256,2548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-28,0.0262,4576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-08-29,0.0257,2820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-01,0.0246,3010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-02,0.0247,3510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-03,0.0247,2475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-04,0.0246,4850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-05,0.0253,2295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-08,0.0255,3677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,0.0257,2389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-10,0.0256,2459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-11,0.0258,2904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-12,0.025,1475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-15,0.0252,3165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-16,0.0252,1510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-17,0.0251,2430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-18,0.0248,1555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-19,0.025,2790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-22,0.0244,3580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-23,0.0246,3569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-24,0.0235,1964.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-25,0.0229,1317.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-26,0.0199,3949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-29,0.0247,1375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-30,0.0251,2110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-01,0.0248,4280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-02,0.0248,3545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-03,0.022,2220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-06,0.0219,4520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-07,0.0209,2955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-08,0.0206,3070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-09,0.0199,3190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-10,0.0197,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-13,0.0193,1194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-14,0.0201,1030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-15,0.02,3010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-16,0.0199,1010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-17,0.0207,609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-20,0.0201,2360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-21,0.02,495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-22,0.0203,2715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-23,0.0199,2605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-24,0.0174,2154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-27,0.0176,3905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-28,0.0168,3344.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-29,0.0138,2866.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-30,0.02,1748.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-10-31,0.018,1150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-03,0.0185,970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-04,0.018,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-05,0.0193,875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-06,0.0201,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-07,0.0202,895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-10,0.0202,1230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-12,0.0198,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-13,0.0202,640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-14,0.0199,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-17,0.02,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-18,0.02,1290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-19,0.0197,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-20,0.0197,2330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-21,0.02,1373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-24,0.0203,1120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-25,0.0202,2460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-26,0.0204,870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-27,0.0202,1540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-11-28,0.02,1117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-01,0.0196,1010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-02,0.0189,4114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-03,0.0185,7604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-04,0.0187,785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-05,0.0198,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-08,0.02,731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-09,0.0202,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-10,0.0198,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-11,0.0197,2060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-12,0.0198,3129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-15,0.0201,1180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-16,0.0202,2180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-17,0.0204,2380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-18,0.0204,1290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-19,0.0179,3470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-22,0.0142,3395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-23,0.0137,5145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-24,0.018,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-29,0.014,3140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-30,0.0198,1377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-12-31,0.0198,925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-02,0.019,6370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-05,0.0173,4433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-07,0.0172,1830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-08,0.0166,1435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-09,0.0185,2170.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-12,0.019,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-13,0.0192,3344.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-14,0.0193,1899.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-15,0.02,1434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-16,0.0177,3890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-19,0.0126,2528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-20,0.0177,5795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-21,0.0178,3348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-22,0.0171,3855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-23,0.0161,5070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-26,0.0151,3275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-27,0.0148,4995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-28,0.0188,3540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-29,0.0207,3912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-01-30,0.0202,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-02,0.0174,1150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-03,0.0161,2795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-04,0.0163,3890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-05,0.0177,2243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-06,0.0195,1498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-09,0.0197,2770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-10,0.0193,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-11,0.02,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-12,0.0198,1324.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-13,0.0198,1590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-16,0.0207,1933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-17,0.0207,1357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-18,0.0198,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-19,0.0195,669.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-20,0.02,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-23,0.0203,2605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-24,0.0204,1860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-25,0.0204,2075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-26,0.0204,1570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-27,0.0196,1470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-02,0.0183,1275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-03,0.0174,2540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-04,0.0169,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-05,0.0148,2270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-06,0.0147,1725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-09,0.0147,995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-10,0.0148,970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-11,0.015,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-12,0.015,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-13,0.0146,950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-16,0.0153,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-17,0.0152,910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-18,0.015,635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-19,0.0149,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-20,0.0151,885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-23,0.0151,3370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-24,0.0154,1690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-25,0.0153,3010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-26,0.0155,1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-27,0.0127,4065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-30,0.0123,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-03-31,0.0153,935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-01,0.015,1210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-02,0.0151,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-03,0.0148,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-07,0.0148,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-08,0.0149,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-09,0.0149,2415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-10,0.0147,1270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-13,0.0148,1335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-14,0.0148,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-15,0.0149,804.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-16,0.015,744.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-17,0.0149,2880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-20,0.015,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-21,0.0148,2070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-22,0.0149,1025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-23,0.0154,2240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-24,0.013,3060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-27,0.0127,3830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-28,0.0091,6870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-29,0.0142,1341.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-04-30,0.0147,1780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-04,0.0148,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-05,0.015,1345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-06,0.0153,1410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-07,0.0152,1270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-08,0.0142,1350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-11,0.0131,1440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-12,0.0135,1870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-13,0.0132,1725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-14,0.0129,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-15,0.0139,3080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-18,0.0147,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-19,0.0139,2150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-20,0.0132,3580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-21,0.0129,3805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-22,0.0139,3200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-25,0.0138,5905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-26,0.0136,4225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-27,0.0134,1675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-28,0.0138,2275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-05-29,0.0149,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-01,0.014,660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-02,0.0143,670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-03,0.0142,1225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-05,0.0138,1460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-08,0.0137,2195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-09,0.0131,1309.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-10,0.0132,419.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-11,0.0131,2189.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-12,0.0146,1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-15,0.0156,835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-16,0.0164,1681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-17,0.0158,2414.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-18,0.0154,2509.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-19,0.0148,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-22,0.0148,1495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-23,0.015,670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-24,0.015,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-25,0.0145,3389.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-26,0.008,2214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-29,0.014,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-06-30,0.0151,1465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-01,0.0144,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-02,0.0148,1180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-03,0.015,860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-06,0.0151,1220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-07,0.0149,660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-08,0.0151,1004.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-09,0.0151,974.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-10,0.0147,1330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-13,0.0149,865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-14,0.0148,1860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-15,0.0149,3381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-16,0.0149,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-17,0.0152,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-20,0.0151,1885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-21,0.015,3330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22,0.0149,3345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23,0.0149,3195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24,0.0136,3940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-27,0.0119,6985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-28,0.0092,5390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-29,0.0081,4945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-30,0.0148,1165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-31,0.0148,2625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-03,0.0151,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-04,0.0147,695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-05,0.0149,1020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-06,0.0148,1070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-07,0.0145,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-10,0.0147,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-11,0.0149,760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-12,0.015,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-13,0.0151,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-14,0.0146,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-17,0.0153,1120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-18,0.0151,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-19,0.0151,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-20,0.0149,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-21,0.0153,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-24,0.0157,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-25,0.0164,1293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-26,0.018,1650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-27,0.0168,2540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-28,0.0144,1165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-31,0.0148,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-09-01,0.0145,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-09-02,0.0145,1830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-09-03,0.0147,695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-09-04,0.015,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-09-07,0.0148,919.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-09-08,0.0151,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-09-09,0.0148,2755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-09-10,0.015,3530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-09-11,0.0148,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-09-14,0.0149,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-09-15,0.0153,414.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-09-16,0.0152,3584.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-09-17,0.0151,3604.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-09-18,0.015,3340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-09-21,0.0144,3320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
