"Data 
wyliczenia","Stawka","Wartość 
obrotów 
(w mln PLN)","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15"
2008-04-07,0.059,3505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-04-08,0.0589,3950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-04-09,0.0581,4130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-04-10,0.0583,2547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-04-11,0.0583,2752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-04-14,0.0588,1573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-04-15,0.0593,1538.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-04-16,0.0594,2960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-04-17,0.0594,3591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-04-18,0.0585,3055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-04-21,0.0581,3315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-04-22,0.0584,2284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-04-23,0.0578,2487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-04-24,0.058,3292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-04-25,0.0597,4275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-04-28,0.0695,2680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-04-29,0.072,2885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-04-30,0.0607,3847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-05-02,0.0599,2994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-05-05,0.0605,2878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-05-06,0.0602,2325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-05-07,0.0606,1862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-05-08,0.0597,1530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-05-09,0.0581,3656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-05-12,0.0567,4785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-05-13,0.0554,5237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-05-14,0.0557,4376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-05-15,0.0561,3712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-05-16,0.0579,5358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-05-19,0.0588,3634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-05-20,0.0589,3204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-05-21,0.0583,2909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-05-23,0.0576,3504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-05-26,0.057,3917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-05-27,0.0553,3682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-05-28,0.0555,6087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-05-29,0.0502,4921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-05-30,0.0447,4594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-02,0.0593,3010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-03,0.0592,3765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-04,0.0587,5580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-05,0.0585,2283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-06,0.0579,3613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-09,0.0579,2904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-10,0.0583,3439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-11,0.0583,2240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-12,0.0584,4393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-13,0.0576,7051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-16,0.0575,4242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-17,0.0569,3221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-18,0.0574,4367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-19,0.0563,4510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-20,0.0594,1590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-23,0.0595,2580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-24,0.0586,5479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-25,0.0574,5470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-26,0.0602,4369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-27,0.0529,5409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-30,0.0608,1896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-01,0.0599,8267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-02,0.0589,5392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-03,0.0584,7231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-04,0.0594,3586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-07,0.0587,5090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-08,0.0574,4040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-09,0.0549,5783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-10,0.0562,4425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-11,0.0601,4493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-14,0.06,3433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-15,0.0603,4096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-16,0.0606,3989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-17,0.0611,4102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-18,0.0574,7183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-21,0.0537,5780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-22,0.0567,3278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-23,0.0574,2785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-24,0.0578,4536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-25,0.0545,4939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-28,0.0588,4255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-29,0.0561,5053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-30,0.0471,2330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-31,0.0607,3290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-01,0.0603,5840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-04,0.0603,4257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-05,0.0604,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-06,0.0604,2317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-07,0.0606,2943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-08,0.0609,2325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-11,0.0607,2530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-12,0.0606,3590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-13,0.0602,3892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-14,0.0606,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-18,0.0627,3275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-19,0.0642,3343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-20,0.0623,4335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-21,0.061,3305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-22,0.0605,4300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-25,0.0605,4966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-26,0.0607,2630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-27,0.0608,1030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-28,0.0607,1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-29,0.0516,2820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-01,0.0601,3780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-02,0.0601,2870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-03,0.0601,3980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-04,0.0603,3261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-05,0.0607,2521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-08,0.061,3915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-09,0.0608,2713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-10,0.0606,3769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-11,0.0605,3240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-12,0.0602,3570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-15,0.061,1811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-16,0.0627,3458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-17,0.0628,3735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-18,0.0613,3050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-19,0.0545,4252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-22,0.0486,4820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-23,0.0456,4193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-24,0.0453,1170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-25,0.045,1425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-26,0.0485,2560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-29,0.0486,1708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-30,0.0653,2740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-01,0.0624,3783.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-02,0.0621,3973.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-03,0.0607,4568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-06,0.0607,3735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-07,0.0609,4837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-08,0.0614,6139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-09,0.0615,5212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-10,0.0613,4275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-13,0.0608,4352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-14,0.0612,4389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-15,0.0614,2648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-16,0.0648,3619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-17,0.0609,2839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-20,0.0568,3492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-21,0.0481,2752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-22,0.0498,4145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-23,0.0482,2260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-24,0.0504,1475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-27,0.0466,1040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-28,0.0463,1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-29,0.0456,1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-30,0.0456,1340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-31,0.0602,2050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-03,0.0589,3692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-04,0.0563,3071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-05,0.0529,2337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-06,0.0519,2954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-07,0.063,3432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-10,0.0662,3877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-12,0.0624,3249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-13,0.0597,2828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-14,0.0557,2097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-17,0.0526,2747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-18,0.0494,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-19,0.0479,4255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-20,0.0486,3975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-21,0.0502,2370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-24,0.0472,1874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-25,0.0498,638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-26,0.0483,1625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-27,0.0453,1263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-28,0.0445,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-01,0.0567,3103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-02,0.056,3430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-03,0.0548,3111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-04,0.0556,2525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-05,0.0532,3879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-08,0.0534,3622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-09,0.052,3157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-10,0.0526,5393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-11,0.051,3354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-12,0.0533,3934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-15,0.0512,4406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-16,0.0474,4777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-17,0.0467,4448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-18,0.0438,2984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-19,0.0502,3545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-22,0.0459,2299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-23,0.048,3172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-24,0.0433,1755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-29,0.0368,3710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-30,0.0364,3079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-31,0.0639,677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-01-02,0.0515,5022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-01-05,0.0504,4000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-01-06,0.0488,3015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-01-07,0.0455,2725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-01-08,0.0396,3009.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-01-09,0.0463,5712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-01-12,0.0454,2755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-01-13,0.0447,2466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-01-14,0.0434,4148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-01-15,0.0459,2571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-01-16,0.0528,2820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-01-19,0.0557,2155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-01-20,0.0494,2673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-01-21,0.0498,3792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-01-22,0.046,3903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-01-23,0.0489,4683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-01-26,0.048,3120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-01-27,0.0389,1525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-01-28,0.0373,3270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-01-29,0.0378,3785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-01-30,0.0346,3362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-02-02,0.041,3960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-02-03,0.0409,2938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-02-04,0.0407,3440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-02-05,0.0414,2950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-02-06,0.0423,2710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-02-09,0.0414,3350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-02-10,0.0414,4064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-02-11,0.0412,3300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-02-12,0.041,2990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-02-13,0.0406,4947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-02-16,0.0395,4475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-02-17,0.0395,4196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-02-18,0.0381,3610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-02-19,0.0369,2450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-02-20,0.0334,3402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-02-23,0.0282,2665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-02-24,0.0277,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-02-25,0.0279,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-02-26,0.026,1870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-02-27,0.0265,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-02,0.0291,2332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-03,0.0287,3915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-04,0.0283,2605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-05,0.0286,2297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-06,0.0278,3241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-09,0.0277,1676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-10,0.0292,1690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-11,0.0284,3395.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-12,0.0278,1450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-13,0.0276,2487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-16,0.0273,2155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-17,0.0266,1399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-18,0.0261,1150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-19,0.0269,1035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-20,0.0289,861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-23,0.0257,670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-24,0.026,1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-25,0.0257,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-26,0.0239,2116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-27,0.0238,1850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-30,0.0229,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-31,0.0288,1545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-01,0.029,2414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-02,0.0298,3459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-03,0.0277,1765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-06,0.0251,3075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-07,0.0247,992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-08,0.025,1275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-09,0.0247,2545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-10,0.0273,1657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-14,0.0266,2835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-15,0.0269,2589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-16,0.0278,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-17,0.0283,2807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-20,0.0262,1020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-21,0.0256,2975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-22,0.0245,1615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-23,0.0242,1860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-24,0.0287,2470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-27,0.0324,3050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-28,0.0316,4075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-29,0.0242,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-30,0.0356,1350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-04,0.0357,1496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-05,0.0363,2083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
